data-division,data-items-familyName,data-items-species-speciesName,data-items-species-folders-description
Dicotyledones,LENTIBULARIACEAE,Pinguicula lusitanica L\.,"Folder 1\. Pinguicula lusitanica \[TA\]. i\. ""Pinguicula lusitanica. Lin: E Lapponia: inventur etiam in Scotia boreali. Flos albus fauce lutea"" \[JL\]"
Dicotyledones,LENTIBULARIACEAE,Pinguicula lusitanica L\.,"Folder 2\. Pinguicula lusitanica \[TA\]. i\. ""Pinguicula lusitanica. Lin: E Lapponia: inventur etiam in Scotia boreali. Flos albus fauce lutea"" \[JL\]"
Dicotyledones,LENTIBULARIACEAE,Pinguicula lusitanica L\.,"Sheet 1\. Pinguicula lusitanica \[TA\]. i\. ""Pinguicula lusitanica. Lin: E Lapponia: inventur etiam in Scotia boreali. Flos albus fauce lutea"" \[JL\]"
Dicotyledones,LENTIBULARIACEAE,Pinguicula villosa [TA].,"Pinguicula villosa. Dorsetshire on Pool Heath, & in Devonshire & Cornwall"
Dicotyledones,LENTIBULARIACEAE,Pinguicula villosa [TA].,
Dicotyledones,LENTIBULARIACEAE,Pinguicula villosa [TA].,"Between Wickham & Southwick, in Bogs. Hampshire"
Dicotyledones,LENTIBULARIACEAE,Pinguicula villosa [TA].,
Dicotyledones,LENTIBULARIACEAE,Pinguicula villosa [TA].,"Isle of Sky speciesName: Pinguicula vulgaris L. folders: [{'description': 'Pinguicula vulgaris [TA]. i. ""Pinguicula vulgaris"" [JL]. ii. [On reverse:] ""Pinguicula vulgaris Lin: e Lapponia missa. Corolla fauce villoso-gland-ulosa"" [JL].'}]"
Dicotyledones,LINACEAE,Linum Anglicum Mill.,"Linum perenne \[TA\]. i\. Cites Ray's Syn. 362. ii. ""Perennial blue Flax. July. This Plant is found on the Banks of barren Pastures in several Places, as on Gogmagog Hills in Cambridgeshire, on the Balks of Corn-fields about Bernak Heath in Northamptonshire, & plentifully in the Isle of Shepey in Kent, & c."" \[JL\]"
Dicotyledones,LINACEAE,Linum bienne Mill.,"Folder 1\. Linum bienne \[TA\]. i\. ""Perennial blue Flax. July. This Plant is found on the Banks of barren Pastures in several Places, as on Gogmagog Hills in Cambridgeshire, on the Balks of Corn-fields about Bernak Heath in Northamptonshire, & plentifully in the Isle of Shepey in Kent, & c."" \[JL\]"
Dicotyledones,LINACEAE,Linum bienne Mill.,"Folder 2\. Linum bienne \[TA\]. i\. ""Perennial blue Flax. July. This Plant is found on the Banks of barren Pastures in several Places, as on Gogmagog Hills in Cambridgeshire, on the Balks of Corn-fields about Bernak Heath in Northamptonshire, & plentifully in the Isle of Shepey in Kent, & c."" \[JL\]"
Dicotyledones,LINACEAE,Linum bienne Mill.,"Folder 3\. Linum bienne \[TA\]. i\. ""Perennial blue Flax. July. This Plant is found on the Banks of barren Pastures in several Places, as on Gogmagog Hills in Cambridgeshire, on the Balks of Corn-fields about Bernak Heath in Northamptonshire, & plentifully in the Isle of Shepey in Kent, & c."" \[JL\]"
Dicotyledones,LINACEAE,"Linum angustifolium [G]. i. Cites Ray's Syn. 362. ii. ""Narrow-leav'd wild Flax. July. This is a rare English Plant but grows plentifully in the Pastures by","Linum angustifolium \[G\]. i. Cites Ray's Syn. 362. ii. ""Narrow-leav'd wild Flax. July. This is a rare English Plant but grows plentifully in the Pastures by"
Dicotyledones,LYTHRACEAE,Lythrum hyssopifolia L.,Banks\[\[JL\]\]\[\[P.H. Raven identified this specimen as C. alpina\]\]. Folder
Dicotyledones,LYTHRACEAE,Circaea alpina ex horto [JL],Circaea alpina ex horto [JL]
Dicotyledones,LYTHRACEAE,Circaea lutetiana L.,"Folder 1\. Circaea lutetiana [TA]. i\. ""Circaea lutetiana"" [JL]. ii. ""Circaea lutetiana. Racemo unico. Common in our Woods. I wanted to see a perfect Specimen of the Alpina; for I have long suspected that it is only this Variety"" [B]; ""Bryant"" [JL]; ""The C. alpina differs in habit of Growth. I sent Roots of C - alpina"" [JL]."
Dicotyledones,LYTHRACEAE,Epilobium anagallidifolium Lam.,Folder 1 and 1 sheet.
Dicotyledones,LYTHRACEAE,"Epilobium alpinum [TA], Flora Scotica ed. 1, t. 199, 1122 (1777). i. ""Epilobium alpinum Lin: From Ben-Lomond in Scotland"" [JL]. ii. ""from Loch-Broom Mountains in Ross-shire Scotland"" [JL]. Sheet","Epilobium alpinum [TA], Flora Scotica ed. 1, t. 199, 1122 (1777). i. ""Epilobium alpinum Lin: From Ben-Lomond in Scotland"" [JL]. ii. ""from Loch-Broom Mountains in Ross-shire Scotland"" [JL]. Sheet"
Dicotyledones,LYTHRACEAE,Epilobium alpinum [G],"speciesName: Epilobium hirsutum L. folders: [{'description': 'Epilobium hirsutum \\[TA\\]; E. ramosum \\[G\\]. i\\. ""Epilobium ramosum. Huds: Epilobium hirsutum. Lin:"" \\[JL\\].'}]"
Dicotyledones,LYTHRACEAE,Epilobium alpinum [G],"speciesName: Epilobium montanum L. folders: [{'description': 'Epilobium montanum \\[TA\\]. i\\. ""Epilobium montanum"" \\[JL\\]. ii. ""Bulls Grove [grove in Bulstrode Park]"" \\[JL\\].'}]"
Dicotyledones,LYTHRACEAE,Epilobium alpinum [G],speciesName: Epilobium palustre L. folders: [{'description': 'Folder'}]
Dicotyledones,LYTHRACEAE,Epilobium palustre [TA].,Epilobium palustre var. β Lin: In the Bogs at Virginia Water on Bagshot Heath; a large Specimen
Dicotyledones,LYTHRACEAE,Epilobium palustre [G],Epilobium palustre \[G\]
Dicotyledones,LYTHRACEAE,Epilobium parviflorum Schreb.,Epilobium parviflorum Schreb.
Dicotyledones,LYTHRACEAE,Epilobium hirsutum [G],"Folder 1\. Epilobium hirsutum \[G\]. i\. ""Epilobium hirsutum Huds: sed var. β. Epilob: hirsut: Rodmoor near Newent, Glocestershire"" \[JL\]. ii. ""Epilobium hirsutum. Small-flower'd hairy Willow herb. Rodmore"" \[JL\]."
Dicotyledones,LYTHRACEAE,Epilobium tetragonum L.,Folder 1\. Epilobium tetragonum
Dicotyledones,LYTHRACEAE,"Papaver hybridum [G]. i. ""Papaver hybridum. Corn Fields in the Isle of Thanet, & near Feversham in Kent"" [JL].","Papaver hybridum \[G\]. i\. ""Papaver hybridum. Corn Fields in the Isle of Thanet, & near Feversham in Kent"" \[JL\]"
Dicotyledones,PARNASSIACEAE,Parnassia palustris L.,"Parnassia palustris \[TA\]. i\. ""Scotland. Yalden"" \[JL\]"
Dicotyledones,PLANTAGINACEAE,Littorella uniflora (L.) Aschers.,Littorella uniflora \[L\.\] Aschers.
Dicotyledones,PLANTAGINACEAE,"Littorella lacustris [TA], Flora Scotica ed. 1, 571, 1129 (1777). i. ""Wales. Lakes"" [JL]. ii. ""Plantago uniflora. Teesdale"" [JL].",Folder
Dicotyledones,PLANTAGINACEAE,"Littorella lacustris [G]. i. ""Scotland by L. sides [presumably Loch of Lake sides]"" [JL].","Littorella lacustris \[G\]. i\. ""Scotland by L. sides [presumably Loch of Lake sides]"" \[JL\]"
Dicotyledones,PLANTAGINACEAE,Plantago coronopus L.,"Plantago coronopus \[TA\]. i\. ""Plantago Coronopus var. β Huds. On Cley Beach common. Norfolk"" \[JL\]. ii. ""Mr. Yalden from Weymouth"" \[JL\]; ""cornucopia [deleted] Coronopifolia"" \[TA\]. [Three plants grouped on one side of folder are P. coronopus; single specimen on other side is P. maritima.]"
Dicotyledones,PLANTAGINACEAE,Plantago coronopus L.,"Plantago lanceolata β [TA]. i\. ""Trigyvyloaugh"" \[JL\]. ii. ""Plantago succisa? Lyon's Fasc. p. 20. N° 37. If this be the Plant w'ch Lyons means, it is a very common var. of the lanceolate, in all dry Sandy Grounds"" \[B\]."
Dicotyledones,PLANTAGINACEAE,Plantago coronopus L.,"Plantago major β scoparia [TA]. i\. Cites Ray's Syn. 314. ii. ""Besom Plantain, or Plantain with spoky Tufts. in the Isle of Thanet at Reculver"" \[JL\]. [Specimen probably a fascinated form of P. major.]"
Dicotyledones,PLANTAGINACEAE,Plantago coronopus L.,Plantago maritima L.
Dicotyledones,PLANTAGINACEAE,Plantago coronopus L.,Folder
Dicotyledones,PLANTAGINACEAE,Plantago maritima L.,Folder
Dicotyledones,PLANTAGINACEAE,"Plantago maritima [TA]. i. ""Plantago maritima. Newfoundland. Mr. Banks"" [JL]. Folder","Plantago maritima \[TA\]. i\. ""Plantago maritima. Newfoundland. Mr. Banks"" \[JL\]. Folder"
Dicotyledones,PLANTAGINACEAE,"Plantago maritima [TA]. i. ""P. marit: Craven in Yorkshire""",Folder
Dicotyledones,PLANTAGINACEAE,Polygala vulgaris [TA],
Dicotyledones,POLYGONACEAE,Fagopyrum esculentum Moench.,"Polygonum Fagopyrum \[G\]\. i\. ""Polygonum Fagopyrum. In the Fields at the Black Park near Langley, Bucks"" \[JL\]"
Dicotyledones,POLYGONACEAE,Oxyria digyna (L.) Hill,"Folder 1\. Rumex digymus \[TA\], Flora Scotica ed. 1, 190 (1777)\. i\. ""Greg Maillech. Rumex digymus"" \[JL\]"
Dicotyledones,POLYGONACEAE,Oxyria digyna (L.) Hill,"Sheet 1\. Oxyria reniformis Hook. \[?\]\. i\. ""Scotland"" \[JL\]"
Dicotyledones,POLYGONACEAE,Polygonum amphibium L.,"Polygonum amphibium \[TA\]\. i\. ""vide Octand: trygynia"" \[TA\]\. ii\. ""Polygonium amphibium"" \[JL\]\. [Terrestrial form.]"
Dicotyledones,POLYGONACEAE,Polygonum bistorta L.,"Polygonum Bistorta \[TA\]\. i\. ""Polygonum Bistorta. Lin."" \[JL\]"
Dicotyledones,POLYGONACEAE,Polygonum bistorta L.,"Polygonum convolvulus [TA]\. i\. ""Polygonum Convolvulus"" \[JL\]"
Dicotyledones,POLYGONACEAE,Polygonum hydropiper L.,"Polygonum Hydropiper \[TA\]\. i\. ""Polygonum Hydropiper"" \[JL\]"
Dicotyledones,POLYGONACEAE,Polygonum minus Huds.,"Folder 1\. Polygonum minus Huds.\. i\. ""Polygonum minus Huds."" \[JL\]"
Dicotyledones,POLYGONACEAE,Polygonum minus Huds.,"Sheet 1\. Polygonum minus Huds.\. i\. ""Polygonum minus Huds."" \[JL\]"
Dicotyledones,POLYGONACEAE,Polygonum minus [TA].,"Polygonum minus at Sheer near Aldbury [now Shere near Albury] in Surrey [JL]. ii. ""Polygonum minus. Tothill Fields Mr Hudson. This seems to be a hybridous Plant between Hydropiper & Persicaria maculosa it is however always patulous & reclining"" [JL]. Sheets 1 and"
Dicotyledones,POLYGONACEAE,Polygonum minus [G],
Dicotyledones,POLYGONACEAE,Polygonum persicaria L.,"Polygonum persicaria \[TA\]. i\. ""Polygonum Persicaria"" \[JL\]"
Dicotyledones,POLYGONACEAE,Polygonum raii Bab.,Folder 1\. Polygonum raii Bab.
Dicotyledones,POLYGONACEAE,Polygonum raii Bab.,Folder 2\. Polygonum raii Bab.
Dicotyledones,POLYGONACEAE,"Polygonum maritimum? [G]. i. ""Polygonum maritimum: from Abermeney Ferry in Anglesey"" [JL]",Folder
Dicotyledones,POLYGONACEAE,"Polygonum maritimum? an satis distincta ab avicular [G]. i. ""Polygonum maritimum. from Bar in Cantire, Scotland"" [JL]. ii. ""Here was a bit of aviculare"" [TA] [a specimen has been removed].",Folder
Dicotyledones,POLYGONACEAE,Polygonum viviparum L.,1 folder and 1 sheet.
Dicotyledones,POLYGONACEAE,"Polygonum viviparum [G]. i. ""Polygonum viviparum Lin: From Killin in Breadalbane. Scotland"" [JL].",Sheet
Dicotyledones,POLYGONACEAE,"Polygonum viviparum [G]. i. ""Ex strath in the Isle of Sky"" [TA].","Polygonum viviparum \[G\]. i. ""Ex strath in the Isle of Sky"" \[TA\]"
Dicotyledones,POLYGONACEAE,Rumex acetosella L.,"Rumex acetosilla \[TA\]. i. ""Scotland. Yalden"" \[JL\]"
Dicotyledones,POLYGONACEAE,Rumex crispus L.,"Rumex crispus \[TA\]. i. ""Rumex crispus, valvulis integris graniferis, folis lanceolatis undulatis acutis ubique"" \[JL\]"
Dicotyledones,POLYGONACEAE,Rumex maritimus L.,"Rumex maritimus \[TA\]. i. ""Rumex maritimus"" \[JL\]. ii. ""At Catfield on the Common, and at Brundal, 5 miles from Norwich in a Pit near the Public House. Mr. Wm Humphry"" \[B\]"
Dicotyledones,POLYGONACEAE,Rumex sanguineus L.,Rumex sanguineus \[TA\]
Dicotyledones,POLYGONACEAE,Rumex scutatus L.,"Rumex scutellata \[TA\]. i. ""In the road from Caerwent to Newport out of Walls, & about Bristol"" \[JL\]. ii. ""Rumex scutellatus. Inter rejectamta hortorum?"" \[G\]"
Dicotyledones,PRIMULACEAE,Anagallis minima (L.) E.H.L.Krause,"Folder 1\. Centunculus minimus \[G\], Flora Scotica ed. 1, 119 (1777). i. Cites addendum of Ray's Syn. ii. ""Bastard Pimpernel. June & July. Upon gravelly Ground where the Water has stood in the Winter; as near the Powder Mills on Hounslove Heath, & about a Mile beyond Bracknel in the Road to Oakingham, Berkshire, by the Road Side a little before you come to the Turnpike"" [JL]."
Dicotyledones,PRIMULACEAE,Anagallis minima (L.) E.H.L.Krause,"Folder 2\. Centunculus minimus \[TA\]. i. ""Between Penzance & Market Jew [old name for Marazion in Cornwall]"" [JL]."
Dicotyledones,PRIMULACEAE,Anagallis monelli L.,Folder 1\. Anagallis monelli \[TA\]. [Specimen consists of a single flower only.][Species occurs in southwestern Europe.]
Dicotyledones,PRIMULACEAE,Samolus valerandi L.,"Folder 1\. Samolus Valerandi \[TA\]. i. ""Samolus valerandi. Frequent in Norfolk"" [B]; ""Mr Bryant"" [JL]."
Dicotyledones,PRIMULACEAE,Trientalis europaea L.,"Folder 1\. Trientalis europaea \[TA\]. i. ""Trientalis europaea. Frequent in Norfolk"" [B]; ""Mr Bryant"" [JL]."
Dicotyledones,PRIMULACEAE,Trientalis europaea L.,"Folder 2\. Trientalis europaea \[TA\]. i. ""Trientalis europaea. Frequent in Norfolk"" [B]; ""Mr Bryant"" [JL]."
Dicotyledones,PRIMULACEAE,Trientalis europaea L.,"Folder 3\. Trientalis europaea \[TA\]. i. ""Trientalis europaea. Frequent in Norfolk"" [B]; ""Mr Bryant"" [JL]."
Dicotyledones,PRIMULACEAE,Trientalis europaea [TA],"i\. Cites Ray's Syn. 286. ii\. ""The Alpine Chickweed Winter-green. In the North of England, particularly in the Woods & Heaths about Bingley in Yorkshire. June"" [JL]. Folder"
Dicotyledones,PRIMULACEAE,"Trientalis europaea [G]. i. ""Trientalis from Mr. Bolton"" [JL]. Folder","Trientalis europaea \[G\]\. i\. ""Trientalis from Mr. Bolton"" \[JL\]. Folder"
Dicotyledones,PRIMULACEAE,Trientalis europaea [G],
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"Pyrola secunda \[G\ Dented-leav'd Winter-Green. June. This is said to be found in Haselwood near S' Walter Vavasor's Park in Yorkshire. These specimens came, the one from Sweden, the other from Newfoundland. I have found it also in Scotland in shady old Beech Woods. N.B. The Antherae in this Species stand out of the Corolla, and the Stigma is lengthened beyond the Stamina"" [JL: . Pyrola secunda Lin: From Newfoundland & Scotland"" [JL TA: ."
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"Pyrola secunda Lin: From Newfoundland by Mr. Banks"" [JL This is said to be found in Haselwood... [deleted: in Yorkshire. These specimens were gathered in Newfoundland by Joseph Banks Esq. N.B. The only material Difference between this Species & the Pyr: minor consists in the Extrusion of the Stamina & Style. The Flowers lean also to one side of the Stalk JL: ."
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
Dicotyledones,PYROLACEAE,Orthilia secunda (L.) House,"JL: . Pyrola secunda Lin: From Scotland near Little Loch-Broom in Ross-shire"" [JL"
